Operation,calendarCode,schoolId,schoolYear,calendarTypeDescriptor
CREATE,2,161,2020,School
CREATE,2,162,2020,School
CREATE,2,163,2020,School
CREATE,2,164,2020,School
CREATE,2,165,2020,School
CREATE,2,166,2020,School
CREATE,2,168,2020,School
CREATE,2,170,2020,School
CREATE,2,171,2020,School
CREATE,2,172,2020,School
CREATE,2,173,2020,School
CREATE,2,174,2020,School
CREATE,2,175,2020,School
CREATE,2,176,2020,School
CREATE,2,177,2020,School
CREATE,2,178,2020,School
CREATE,2,179,2020,School
CREATE,2,180,2020,School
CREATE,2,181,2020,School
CREATE,2,182,2020,School
CREATE,2,183,2020,School
CREATE,2,186,2020,School
CREATE,2,187,2020,School
CREATE,2,188,2020,School
CREATE,2,189,2020,School
CREATE,2,190,2020,School
CREATE,2,251,2020,School
CREATE,2,457,2020,School
CREATE,2,458,2020,School
CREATE,2,459,2020,School
CREATE,2,460,2020,School
CREATE,2,462,2020,School
CREATE,2,463,2020,School
CREATE,2,26,2020,School
CREATE,2,101,2021,School
CREATE,2,102,2021,School
CREATE,2,104,2021,School
CREATE,2,105,2021,School
CREATE,2,106,2021,School
CREATE,2,107,2021,School
CREATE,2,109,2021,School
CREATE,2,111,2021,School
CREATE,2,112,2021,School
CREATE,2,113,2021,School
CREATE,2,114,2021,School
CREATE,2,116,2021,School
CREATE,2,117,2021,School
CREATE,2,118,2021,School
CREATE,2,122,2021,School
CREATE,2,123,2021,School
CREATE,2,124,2021,School
CREATE,2,125,2021,School
CREATE,2,126,2021,School
CREATE,2,127,2021,School
CREATE,2,129,2021,School
CREATE,2,130,2021,School
CREATE,2,132,2021,School
CREATE,2,133,2021,School
CREATE,2,136,2021,School
CREATE,2,138,2021,School
CREATE,2,140,2021,School
CREATE,2,141,2021,School
CREATE,2,143,2021,School
CREATE,2,144,2021,School
CREATE,2,145,2021,School
CREATE,2,146,2021,School
CREATE,2,147,2021,School
CREATE,2,148,2021,School
CREATE,2,149,2021,School
CREATE,2,150,2021,School
CREATE,2,151,2021,School
CREATE,2,152,2021,School
CREATE,2,154,2021,School
CREATE,2,155,2021,School
CREATE,2,156,2021,School
CREATE,2,157,2021,School
CREATE,2,158,2021,School
CREATE,2,159,2021,School
CREATE,2,161,2021,School
CREATE,2,162,2021,School
CREATE,2,163,2021,School
CREATE,2,164,2021,School
CREATE,2,165,2021,School
CREATE,2,166,2021,School
CREATE,2,168,2021,School
CREATE,2,170,2021,School
CREATE,2,171,2021,School
CREATE,2,172,2021,School
CREATE,2,173,2021,School
CREATE,2,174,2021,School
CREATE,2,175,2021,School
CREATE,2,176,2021,School
CREATE,2,177,2021,School
CREATE,2,178,2021,School
CREATE,2,179,2021,School
CREATE,2,180,2021,School
CREATE,2,181,2021,School
CREATE,2,183,2021,School
CREATE,2,186,2021,School
CREATE,2,187,2021,School
CREATE,2,188,2021,School
CREATE,2,189,2021,School
CREATE,2,190,2021,School
CREATE,2,194,2021,School
CREATE,2,195,2021,School
CREATE,2,197,2021,School
CREATE,2,198,2021,School
CREATE,2,23,2021,School
CREATE,2,457,2021,School
CREATE,2,458,2021,School
CREATE,2,459,2021,School
CREATE,2,463,2021,School
CREATE,2,465,2021,School
CREATE,2,446,2021,School
CREATE,2,101,2022,School
CREATE,2,102,2022,School
CREATE,2,104,2022,School
CREATE,2,105,2022,School
CREATE,2,106,2022,School
CREATE,2,107,2022,School
CREATE,2,109,2022,School
CREATE,2,111,2022,School
CREATE,2,112,2022,School
CREATE,2,113,2022,School
CREATE,2,114,2022,School
CREATE,2,116,2022,School
CREATE,2,117,2022,School
CREATE,2,118,2022,School
CREATE,2,122,2022,School
CREATE,2,123,2022,School
CREATE,2,125,2022,School
CREATE,2,126,2022,School
CREATE,2,127,2022,School
CREATE,2,129,2022,School
CREATE,2,130,2022,School
CREATE,2,132,2022,School
CREATE,2,133,2022,School
CREATE,2,136,2022,School
CREATE,2,138,2022,School
CREATE,2,140,2022,School
CREATE,2,141,2022,School
CREATE,2,143,2022,School
CREATE,2,144,2022,School
CREATE,2,145,2022,School
CREATE,2,146,2022,School
CREATE,2,147,2022,School
CREATE,2,148,2022,School
CREATE,2,149,2022,School
CREATE,2,150,2022,School
CREATE,2,151,2022,School
CREATE,2,152,2022,School
CREATE,2,154,2022,School
CREATE,2,155,2022,School
CREATE,2,156,2022,School
CREATE,2,157,2022,School
CREATE,2,158,2022,School
CREATE,2,159,2022,School
CREATE,2,160,2022,School
CREATE,2,161,2022,School
CREATE,2,162,2022,School
CREATE,2,163,2022,School
CREATE,2,164,2022,School
CREATE,2,165,2022,School
CREATE,2,166,2022,School
CREATE,2,168,2022,School
CREATE,2,170,2022,School
CREATE,2,171,2022,School
CREATE,2,172,2022,School
CREATE,2,173,2022,School
CREATE,2,174,2022,School
CREATE,2,175,2022,School
CREATE,2,176,2022,School
CREATE,2,177,2022,School
CREATE,2,178,2022,School
CREATE,2,179,2022,School
CREATE,2,180,2022,School
CREATE,2,181,2022,School
CREATE,2,183,2022,School
CREATE,2,186,2022,School
CREATE,2,187,2022,School
CREATE,2,188,2022,School
CREATE,2,189,2022,School
CREATE,2,190,2022,School
CREATE,2,194,2022,School
CREATE,2,195,2022,School
CREATE,2,198,2022,School
CREATE,2,197,2022,School
CREATE,3,149,2017,School
CREATE,3,170,2017,School
CREATE,3,171,2017,School
CREATE,3,173,2017,School
CREATE,3,186,2017,School
CREATE,3,188,2017,School
CREATE,3,114,2017,School
CREATE,3,124,2017,School
CREATE,3,126,2017,School
CREATE,3,130,2017,School
CREATE,3,132,2017,School
CREATE,3,145,2017,School
CREATE,3,190,2017,School
CREATE,3,178,2017,School
CREATE,3,189,2017,School
CREATE,3,113,2017,School
CREATE,3,118,2017,School
CREATE,3,125,2017,School
CREATE,3,127,2017,School
CREATE,3,129,2017,School
CREATE,3,162,2017,School
CREATE,3,172,2017,School
CREATE,3,175,2017,School
CREATE,3,176,2017,School
CREATE,3,101,2019,School
CREATE,3,114,2019,School
CREATE,3,118,2019,School
CREATE,3,124,2019,School
CREATE,3,125,2019,School
CREATE,3,129,2019,School
CREATE,3,130,2019,School
CREATE,3,136,2019,School
CREATE,3,141,2019,School
CREATE,3,143,2019,School
CREATE,3,145,2019,School
CREATE,3,149,2019,School
CREATE,3,157,2019,School
CREATE,3,158,2019,School
CREATE,3,161,2019,School
CREATE,3,162,2019,School
CREATE,3,165,2019,School
CREATE,3,166,2019,School
CREATE,3,170,2019,School
CREATE,3,171,2019,School
CREATE,3,172,2019,School
CREATE,3,173,2019,School
CREATE,3,176,2019,School
CREATE,3,177,2019,School
CREATE,3,178,2019,School
CREATE,3,186,2019,School
CREATE,3,188,2019,School
CREATE,3,190,2019,School
CREATE,3,194,2019,School
CREATE,3,113,2019,School
CREATE,3,151,2019,School
CREATE,3,175,2019,School
CREATE,3,197,2019,School
CREATE,3,126,2019,School
CREATE,3,101,2020,School
CREATE,3,102,2020,School
CREATE,3,106,2020,School
CREATE,3,113,2020,School
CREATE,3,114,2020,School
CREATE,3,118,2020,School
CREATE,3,124,2020,School
CREATE,3,125,2020,School
CREATE,3,126,2020,School
CREATE,3,129,2020,School
CREATE,3,130,2020,School
CREATE,3,136,2020,School
CREATE,3,140,2020,School
CREATE,3,141,2020,School
CREATE,3,143,2020,School
CREATE,3,144,2020,School
CREATE,3,145,2020,School
CREATE,3,149,2020,School
CREATE,3,151,2020,School
CREATE,3,157,2020,School
CREATE,3,158,2020,School
CREATE,3,159,2020,School
CREATE,3,161,2020,School
CREATE,3,162,2020,School
CREATE,3,165,2020,School
CREATE,3,166,2020,School
CREATE,3,168,2020,School
CREATE,3,170,2020,School
CREATE,3,171,2020,School
CREATE,3,172,2020,School
CREATE,3,173,2020,School
CREATE,3,174,2020,School
CREATE,3,175,2020,School
CREATE,3,176,2020,School
CREATE,3,177,2020,School
CREATE,3,178,2020,School
CREATE,3,186,2020,School
CREATE,3,188,2020,School
CREATE,3,189,2020,School
CREATE,3,190,2020,School
CREATE,3,194,2020,School
CREATE,3,197,2020,School
CREATE,3,164,2020,School
CREATE,3,102,2021,School
CREATE,3,106,2021,School
CREATE,3,113,2021,School
CREATE,3,114,2021,School
CREATE,3,118,2021,School
CREATE,3,124,2021,School
CREATE,3,125,2021,School
CREATE,3,129,2021,School
CREATE,3,140,2021,School
CREATE,3,141,2021,School
CREATE,3,143,2021,School
CREATE,3,144,2021,School
CREATE,3,145,2021,School
CREATE,3,149,2021,School
CREATE,3,150,2021,School
CREATE,3,151,2021,School
CREATE,3,156,2021,School
CREATE,3,157,2021,School
CREATE,3,158,2021,School
CREATE,3,159,2021,School
CREATE,3,161,2021,School
CREATE,3,162,2021,School
CREATE,3,165,2021,School
CREATE,3,166,2021,School
CREATE,3,168,2021,School
CREATE,3,170,2021,School
CREATE,3,171,2021,School
CREATE,3,172,2021,School
CREATE,3,173,2021,School
CREATE,3,174,2021,School
CREATE,3,176,2021,School
CREATE,3,177,2021,School
CREATE,3,178,2021,School
CREATE,3,186,2021,School
CREATE,3,188,2021,School
CREATE,3,189,2021,School
CREATE,3,190,2021,School
CREATE,3,194,2021,School
CREATE,3,197,2021,School
CREATE,3,101,2021,School
CREATE,3,126,2021,School
CREATE,3,130,2021,School
CREATE,3,136,2021,School
CREATE,3,164,2021,School
CREATE,3,175,2021,School
CREATE,3,101,2022,School
CREATE,3,102,2022,School
CREATE,3,106,2022,School
CREATE,3,113,2022,School
CREATE,3,114,2022,School
CREATE,3,118,2022,School
CREATE,3,125,2022,School
CREATE,3,126,2022,School
CREATE,3,127,2022,School
CREATE,3,129,2022,School
CREATE,3,130,2022,School
CREATE,3,136,2022,School
CREATE,3,140,2022,School
CREATE,3,141,2022,School
CREATE,3,143,2022,School
CREATE,3,145,2022,School
CREATE,3,149,2022,School
CREATE,3,150,2022,School
CREATE,3,151,2022,School
CREATE,3,152,2022,School
CREATE,3,156,2022,School
CREATE,3,157,2022,School
CREATE,3,158,2022,School
CREATE,3,159,2022,School
CREATE,3,161,2022,School
CREATE,3,162,2022,School
CREATE,3,164,2022,School
CREATE,3,165,2022,School
CREATE,3,166,2022,School
CREATE,3,168,2022,School
CREATE,3,170,2022,School
CREATE,3,171,2022,School
CREATE,3,172,2022,School
CREATE,3,173,2022,School
CREATE,3,174,2022,School
CREATE,3,175,2022,School
CREATE,3,176,2022,School
CREATE,3,177,2022,School
CREATE,3,178,2022,School
CREATE,3,186,2022,School
CREATE,3,188,2022,School
CREATE,3,189,2022,School
CREATE,3,190,2022,School
CREATE,3,194,2022,School
CREATE,3,144,2022,School
CREATE,3,197,2022,School
CREATE,4,130,2019,School
CREATE,4,143,2019,School
CREATE,4,145,2019,School
CREATE,4,149,2019,School
CREATE,4,166,2019,School
CREATE,4,170,2019,School
CREATE,4,173,2019,School
CREATE,4,188,2019,School
CREATE,4,118,2019,School
CREATE,4,125,2019,School
CREATE,4,141,2019,School
CREATE,4,158,2019,School
CREATE,4,162,2019,School
CREATE,4,165,2019,School
CREATE,4,176,2019,School
CREATE,4,190,2019,School
CREATE,4,151,2019,School
CREATE,4,172,2019,School
CREATE,4,178,2019,School
CREATE,4,101,2019,School
CREATE,4,114,2019,School
CREATE,4,129,2019,School
CREATE,4,161,2019,School
CREATE,4,175,2019,School
CREATE,4,177,2019,School
CREATE,4,186,2019,School
CREATE,4,124,2019,School
CREATE,4,171,2019,School
CREATE,4,106,2020,School
CREATE,4,113,2020,School
CREATE,4,130,2020,School
CREATE,4,140,2020,School
CREATE,4,143,2020,School
CREATE,4,144,2020,School
CREATE,4,151,2020,School
CREATE,4,159,2020,School
CREATE,4,165,2020,School
CREATE,4,166,2020,School
CREATE,4,170,2020,School
CREATE,4,178,2020,School
CREATE,4,186,2020,School
CREATE,4,114,2020,School
CREATE,4,118,2020,School
CREATE,4,141,2020,School
CREATE,4,145,2020,School
CREATE,4,149,2020,School
CREATE,4,161,2020,School
CREATE,4,162,2020,School
CREATE,4,171,2020,School
CREATE,4,172,2020,School
CREATE,4,173,2020,School
CREATE,4,176,2020,School
CREATE,4,177,2020,School
CREATE,4,190,2020,School
CREATE,4,164,2020,School
CREATE,4,129,2020,School
CREATE,4,158,2020,School
CREATE,4,175,2020,School
CREATE,4,188,2020,School
CREATE,4,101,2020,School
CREATE,4,126,2020,School
CREATE,4,106,2021,School
CREATE,4,118,2021,School
CREATE,4,130,2021,School
CREATE,4,140,2021,School
CREATE,4,141,2021,School
CREATE,4,143,2021,School
CREATE,4,149,2021,School
CREATE,4,151,2021,School
CREATE,4,156,2021,School
CREATE,4,159,2021,School
CREATE,4,161,2021,School
CREATE,4,162,2021,School
CREATE,4,166,2021,School
CREATE,4,177,2021,School
CREATE,4,186,2021,School
CREATE,4,190,2021,School
CREATE,4,101,2021,School
CREATE,4,129,2021,School
CREATE,4,144,2021,School
CREATE,4,158,2021,School
CREATE,4,164,2021,School
CREATE,4,170,2021,School
CREATE,4,171,2021,School
CREATE,4,172,2021,School
CREATE,4,173,2021,School
CREATE,4,175,2021,School
CREATE,4,176,2021,School
CREATE,4,188,2021,School
CREATE,4,145,2021,School
CREATE,4,150,2021,School
CREATE,4,126,2021,School
CREATE,4,178,2021,School
CREATE,4,113,2021,School
CREATE,4,165,2021,School
CREATE,4,106,2022,School
CREATE,4,118,2022,School
CREATE,4,126,2022,School
CREATE,4,141,2022,School
CREATE,4,143,2022,School
CREATE,4,144,2022,School
CREATE,4,149,2022,School
CREATE,4,150,2022,School
CREATE,4,151,2022,School
CREATE,4,156,2022,School
CREATE,4,158,2022,School
CREATE,4,159,2022,School
CREATE,4,161,2022,School
CREATE,4,165,2022,School
CREATE,4,170,2022,School
CREATE,4,171,2022,School
CREATE,4,172,2022,School
CREATE,4,173,2022,School
CREATE,4,176,2022,School
CREATE,4,177,2022,School
CREATE,4,101,2022,School
CREATE,4,113,2022,School
CREATE,4,114,2022,School
CREATE,4,130,2022,School
CREATE,4,140,2022,School
CREATE,4,162,2022,School
CREATE,4,166,2022,School
CREATE,4,168,2022,School
CREATE,4,174,2022,School
CREATE,4,175,2022,School
CREATE,4,188,2022,School
CREATE,4,190,2022,School
CREATE,4,145,2022,School
CREATE,4,129,2022,School
CREATE,4,178,2022,School
CREATE,4,152,2022,School
